id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,latitude,longitude,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
17023060,2018-09-29 7:27:20 AM EDT,9/29/18,2018-09-29 11:27:20 UTC,Eastern Time (US & Canada),177231,hitchco,2018-09-29 11:34:41 UTC,2018-10-10 02:05:31 UTC,research,CC0,https://www.inaturalist.org/observations/17023060,https://inaturalist-open-data.s3.amazonaws.com/photos/25746981/medium.jpeg?1538220887,,,3,0,FALSE,2,27.74418788,-82.48417977,4208,4208,,,FALSE,gps,gps,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
17067425,2018/09/30 9:47 AM CDT,9/30/18,2018-09-30 14:47:00 UTC,Central Time (US & Canada),706720,sunnyspi,2018-09-30 17:04:17 UTC,2019-12-12 21:05:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17067425,https://inaturalist-open-data.s3.amazonaws.com/photos/25829994/medium.jpeg?1538326786,,,4,0,FALSE,,26.56229444,-97.27364444,5,5,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
17103569,Mon Oct 01 2018 14:01:37 GMT-0400 (EDT),10/1/18,2018-10-01 18:01:37 UTC,Eastern Time (US & Canada),1169477,mediavilla_landon,2018-10-01 18:03:25 UTC,2018-11-13 00:33:22 UTC,research,,https://www.inaturalist.org/observations/17103569,https://static.inaturalist.org/photos/25897303/medium.jpg?1538417007,,,3,0,FALSE,3,26.89297582,-80.05649983,753,753,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
17274349,2018-10-05 2:15:47 p.m. GMT-05:00,10/5/18,2018-10-05 09:15:47 UTC,Ekaterinburg,9345,roberto_arreola,2018-10-07 07:51:00 UTC,2018-10-07 08:02:55 UTC,casual,,https://www.inaturalist.org/observations/17274349,https://static.inaturalist.org/photos/26206994/medium.jpeg?1538898664,,,0,0,TRUE,2,19.3447913,-99.17209167,5,5,,,FALSE,gps,gps,Robalo blanco,Centropomus undecimalis,Common Snook,Actinopterygii,49437
17306437,Tue Jul 03 2018 20:35:40 GMT-0400 (EDT),7/3/18,2018-07-04 00:35:40 UTC,Eastern Time (US & Canada),1261736,nathan223,2018-10-08 03:10:30 UTC,2018-10-12 20:27:57 UTC,research,,https://www.inaturalist.org/observations/17306437,https://static.inaturalist.org/photos/26266121/medium.jpg?1538968245,,,2,0,FALSE,3,27.65271435,-80.35095768,82,82,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
17372764,2012/03/01 5:39 PM EST,3/1/12,2012-03-01 22:39:00 UTC,Eastern Time (US & Canada),734292,miketheknife,2018-10-10 08:57:06 UTC,2021-05-31 15:50:29 UTC,research,,https://www.inaturalist.org/observations/17372764,https://static.inaturalist.org/photos/26386197/medium.jpg?1539161804,,,2,0,FALSE,,25.23375272,-80.29272195,32665,32665,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
17534115,10/14/18 9:20,10/14/18,2018-10-14 12:20:00 UTC,Atlantic Time (Canada),1171119,luisalvarez789,2018-10-15 16:28:13 UTC,2018-11-13 00:32:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17534115,https://inaturalist-open-data.s3.amazonaws.com/photos/26689978/medium.jpg?1539620872,,,1,0,FALSE,,27.946036,-82.542342,58,58,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
17590405,Sun Oct 14 2018 13:33:12 GMT-0400 (EDT),10/14/18,2018-10-14 17:33:12 UTC,Eastern Time (US & Canada),1157205,ajjfuentes,2018-10-17 12:38:06 UTC,2018-11-13 00:33:11 UTC,research,,https://www.inaturalist.org/observations/17590405,https://static.inaturalist.org/photos/26782817/medium.jpg?1539779887,,,4,0,FALSE,3,28.05430262,-82.62627627,228,228,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
17665311,10/16/18,10/16/18,,Eastern Time (US & Canada),1177758,tylermollman,2018-10-20 02:08:05 UTC,2018-11-13 00:33:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17665311,https://inaturalist-open-data.s3.amazonaws.com/photos/26917855/medium.jpg?1540001282,,,6,0,FALSE,,27.632633,-82.718942,,,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
17668599,Tue Oct 02 2018 22:08:24 GMT-0500 (CDT),10/2/18,2018-10-03 03:08:24 UTC,Central Time (US & Canada),1277807,culleny,2018-10-20 04:49:28 UTC,2018-11-13 00:33:02 UTC,casual,,https://www.inaturalist.org/observations/17668599,https://static.inaturalist.org/photos/26923877/medium.jpg?1540010971,,,1,0,FALSE,3,,,,,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
17933119,2008/12/19 5:12 AM HST,12/19/08,2008-12-19 15:12:00 UTC,Hawaii,577059,oridgen10,2018-10-29 14:14:27 UTC,2018-10-29 14:14:27 UTC,casual,,https://www.inaturalist.org/observations/17933119,,,,0,0,FALSE,,27.0732367,-82.4501965,202,202,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
18104009,Sun Nov 04 2018 14:55:58 GMT-0500 (EST),11/4/18,2018-11-04 19:55:58 UTC,Eastern Time (US & Canada),607566,mrbryanames,2018-11-04 22:19:55 UTC,2019-09-01 12:42:18 UTC,research,,https://www.inaturalist.org/observations/18104009,https://static.inaturalist.org/photos/27680443/medium.jpg?1541369997,,,4,0,FALSE,3,28.26122968,-80.68016605,80,80,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
18385620,8/16/13 22:38,8/16/13,2013-08-17 01:38:00 UTC,Atlantic Time (Canada),1029721,owenstrickland,2018-11-14 03:44:44 UTC,2018-12-07 19:18:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18385620,https://inaturalist-open-data.s3.amazonaws.com/photos/28099667/medium.jpeg?1542166761,,,3,0,FALSE,,25.90885433,-81.63792647,488,488,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
18741436,2018/09/08 4:13 PM EDT,9/8/18,2018-09-08 20:13:00 UTC,Eastern Time (US & Canada),1213370,msprous,2018-11-30 21:13:57 UTC,2018-12-27 20:32:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18741436,https://inaturalist-open-data.s3.amazonaws.com/photos/28697265/medium.png?1543612412,,,3,0,FALSE,,27.5041264,-82.7144811,4699,4699,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
18755256,2018/09/23 3:47 AM SST,9/23/18,2018-09-22 14:47:00 UTC,Samoa,1369299,carlos_huesos85,2018-12-01 15:48:34 UTC,2018-12-01 20:09:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18755256,https://inaturalist-open-data.s3.amazonaws.com/photos/28720430/medium.jpg?1543679286,,,1,0,FALSE,,17.4351613,-91.13344467,122,122,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
18825409,2018/11/21 5:22 AM SST,11/21/18,2018-11-20 15:22:00 UTC,Samoa,1373692,sedaviro,2018-12-04 16:46:32 UTC,2021-04-19 00:17:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18825409,https://inaturalist-open-data.s3.amazonaws.com/photos/28835986/medium.jpg?1543940606,,,3,1,FALSE,,19.41667419,-96.32340029,78,78,,open,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
18856583,2018/11/28 1:33 PM EST,11/28/18,2018-11-28 18:33:00 UTC,Eastern Time (US & Canada),430882,minty_starlight,2018-12-06 04:53:40 UTC,2021-07-25 19:37:29 UTC,research,,https://www.inaturalist.org/observations/18856583,https://static.inaturalist.org/photos/28889191/medium.jpeg?1544071973,,,2,0,FALSE,,25.76436408,-80.13093555,2,2,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
18938347,Sat Dec 08 2018 08:23:00 GMT-0500 (EST),12/8/18,2018-12-08 13:23:00 UTC,Eastern Time (US & Canada),1138338,nicosalino,2018-12-10 12:25:20 UTC,2018-12-17 20:25:28 UTC,research,,https://www.inaturalist.org/observations/18938347,https://static.inaturalist.org/photos/29032185/medium.jpg?1544444737,,,2,0,FALSE,3,25.70196039,-80.16727254,55,55,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
18952307,Mon Dec 10 2018 17:53:26 GMT-0500 (EST),12/10/18,2018-12-10 22:53:26 UTC,Eastern Time (US & Canada),1138338,nicosalino,2018-12-11 02:51:33 UTC,2018-12-11 03:22:09 UTC,research,,https://www.inaturalist.org/observations/18952307,https://static.inaturalist.org/photos/29055743/medium.jpg?1544496717,,,1,0,FALSE,3,25.70138843,-80.15409168,38,38,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
19164256,Sat Dec 22 2018 21:01:59 GMT-0500 (EST),12/22/18,2018-12-23 02:01:59 UTC,Eastern Time (US & Canada),1180678,nemesis1386,2018-12-23 02:03:10 UTC,2019-02-05 03:55:18 UTC,research,,https://www.inaturalist.org/observations/19164256,https://static.inaturalist.org/photos/29428293/medium.jpg?1545530592,,,4,0,FALSE,3,27.82539953,-82.48756845,44,44,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
19164277,Sat Dec 22 2018 21:03:40 GMT-0500 (EST),12/22/18,2018-12-23 02:03:40 UTC,Eastern Time (US & Canada),1180678,nemesis1386,2018-12-23 02:05:52 UTC,2019-02-05 03:55:20 UTC,research,,https://www.inaturalist.org/observations/19164277,https://static.inaturalist.org/photos/29428376/medium.jpg?1545530754,,,4,0,FALSE,3,27.82128048,-82.48471558,19,19,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
19165257,2018-12-22 9:05:00 a.m. HNE,12/22/18,2018-12-22 14:05:00 UTC,Eastern Time (US & Canada),757801,alexislifers,2018-12-23 03:09:42 UTC,2018-12-23 03:31:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19165257,https://inaturalist-open-data.s3.amazonaws.com/photos/29430219/medium.png?1545534585,,,1,0,FALSE,2,27.93573951,-82.52726913,132,132,,,FALSE,gps,gps,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
19176100,2001/01/27 1:55 AM UTC,1/27/01,,UTC,264097,allan7,2018-12-23 18:23:53 UTC,2019-07-28 18:47:55 UTC,research,CC0,https://www.inaturalist.org/observations/19176100,https://static.inaturalist.org/photos/29449741/medium.jpg?1545587366,,,4,0,FALSE,,25.78260373,-81.32486877,162,162,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
19251652,Thu Dec 27 2018 12:18:15 GMT-0500 (EST),12/27/18,2018-12-27 17:18:15 UTC,Eastern Time (US & Canada),1211824,avrouhas,2018-12-27 17:20:46 UTC,2018-12-27 18:21:28 UTC,research,,https://www.inaturalist.org/observations/19251652,https://static.inaturalist.org/photos/29579812/medium.jpg?1545931257,,,2,0,FALSE,3,28.79927646,-82.58696314,459,459,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
19310967,2018/12/13 10:15 AM EST,12/13/18,2018-12-13 15:15:00 UTC,Eastern Time (US & Canada),1171072,brileyw,2018-12-30 16:10:42 UTC,2018-12-31 00:36:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19310967,https://inaturalist-open-data.s3.amazonaws.com/photos/29687216/medium.jpeg?1546185793,,,3,0,FALSE,,27.82927222,-82.60928333,1012607,1012607,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
19367852,2019-01-01 5:04:46 PM EST,1/1/19,2019-01-01 22:04:46 UTC,Eastern Time (US & Canada),247440,chaetura,2019-01-02 02:51:59 UTC,2019-01-02 06:41:15 UTC,research,CC-BY,https://www.inaturalist.org/observations/19367852,https://inaturalist-open-data.s3.amazonaws.com/photos/29785120/medium.jpeg?1546397522,,,4,0,FALSE,2,27.86000061,-80.4466629,,,,,FALSE,gps,gps,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
19445782,2019-01-04 11:39:12 PM EST,1/4/19,2019-01-05 04:39:12 UTC,Eastern Time (US & Canada),288534,ashley70,2019-01-05 18:15:36 UTC,2019-01-09 20:54:14 UTC,needs_id,,https://www.inaturalist.org/observations/19445782,https://static.inaturalist.org/photos/29916197/medium.jpeg?1546712161,,,0,0,FALSE,2,28.01697011,-80.60413186,38,38,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
19546599,2019/01/07 10:24 PM MST,1/7/19,2019-01-08 05:24:00 UTC,Mountain Time (US & Canada),758822,lukewheeler,2019-01-10 04:35:49 UTC,2020-08-13 14:52:08 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/19546599,https://inaturalist-open-data.s3.amazonaws.com/photos/30084624/medium.jpeg?1547094610,,,1,0,FALSE,,27.79245415,-82.40359587,34,34,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
19551685,2019-01-10 10:24:07 AM BRST,1/10/19,2019-01-10 12:24:07 UTC,Brasilia,30780,gio,2019-01-10 13:12:45 UTC,2020-03-20 20:38:53 UTC,needs_id,CC-BY-SA,https://www.inaturalist.org/observations/19551685,https://inaturalist-open-data.s3.amazonaws.com/photos/30092966/medium.jpeg?1547125974,,,1,0,FALSE,2,-24.05096629,-46.45576894,4208,4208,,,FALSE,gps,gps,Centropomus undecimalis,Centropomus undecimalis,Common Snook,Actinopterygii,49437
19600374,2018/12/25 12:52 PM PST,12/25/18,2018-12-25 20:52:00 UTC,Pacific Time (US & Canada),27743,jaykeller,2019-01-12 23:44:01 UTC,2019-01-13 16:49:45 UTC,research,,https://www.inaturalist.org/observations/19600374,https://static.inaturalist.org/photos/30175231/medium.jpg?1547336633,,,2,0,FALSE,,26.54551167,-80.04169333,,,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
19632909,2018/12/24 2:56 PM CST,12/24/18,2018-12-24 20:56:00 UTC,Central Time (US & Canada),18780,hydaticus,2019-01-14 05:02:58 UTC,2019-01-14 14:06:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19632909,https://inaturalist-open-data.s3.amazonaws.com/photos/30229545/medium.jpeg?1547440886,,,2,0,FALSE,,28.9464856,-81.33895372,621,621,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
19691657,2013/04/06 1:02 PM EDT,4/6/13,2013-04-06 17:02:00 UTC,Eastern Time (US & Canada),800658,mangoverde,2019-01-17 13:38:42 UTC,2019-01-20 00:26:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19691657,https://static.inaturalist.org/photos/30333468/medium.jpg?1547731932,,,3,0,FALSE,,27.44244207,-82.66578431,2889,2889,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
19822518,Sun Apr 30 2017 13:24:31 GMT-0400 (EDT),4/30/17,2017-04-30 17:24:31 UTC,Eastern Time (US & Canada),1440858,joseph_martz1,2019-01-23 15:28:19 UTC,2019-04-19 20:31:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19822518,https://inaturalist-open-data.s3.amazonaws.com/photos/30556048/medium.jpg?1548257305,,,2,0,FALSE,3,26.68456917,-82.24105034,4663,4663,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
19822533,2018/03/15 1:42 PM EDT,3/15/18,2018-03-15 17:42:00 UTC,Eastern Time (US & Canada),1440857,ashtono,2019-01-23 15:29:18 UTC,2019-01-23 15:34:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19822533,https://inaturalist-open-data.s3.amazonaws.com/photos/30556028/medium.jpg?1548257268,,,1,0,FALSE,,26.91186667,-82.34842778,,,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
19822553,Fri Nov 23 2018 17:04:06 GMT-0500 (EST),11/23/18,2018-11-23 22:04:06 UTC,Eastern Time (US & Canada),1420673,lukeabdalla,2019-01-23 15:30:34 UTC,2019-02-28 23:54:55 UTC,research,,https://www.inaturalist.org/observations/19822553,https://static.inaturalist.org/photos/30556157/medium.jpg?1548257448,,,2,0,FALSE,3,27.69625333,-82.45808333,5,5,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
19961063,Tue Jan 29 2019 21:48:19 GMT-0500 (EST),1/29/19,2019-01-30 02:48:19 UTC,Eastern Time (US & Canada),1138338,nicosalino,2019-01-30 03:05:54 UTC,2021-02-24 14:52:31 UTC,research,,https://www.inaturalist.org/observations/19961063,https://static.inaturalist.org/photos/30801332/medium.jpg?1548817556,,,2,0,FALSE,3,25.70050584,-80.15449735,80,80,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
19980977,Tue Apr 17 2018 09:13:33 GMT-0400 (EDT),4/17/18,2018-04-17 13:13:33 UTC,Eastern Time (US & Canada),1452775,tayrmassey,2019-01-31 03:10:55 UTC,2019-02-28 23:53:21 UTC,research,,https://www.inaturalist.org/observations/19980977,https://static.inaturalist.org/photos/30836080/medium.jpg?1548904257,,,3,0,FALSE,3,26.70737231,-82.25969897,864,864,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
19991299,2018/12/29 3:15 PM EST,12/29/18,2018-12-29 20:15:00 UTC,Eastern Time (US & Canada),778108,wdmunroe,2019-01-31 18:22:44 UTC,2019-02-28 23:52:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19991299,https://static.inaturalist.org/photos/30854644/medium.jpg?1548958906,,,2,0,FALSE,,25.98215816,-81.72028721,15,15,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
20039115,2018/08/25 10:52 PM UTC,8/25/18,,UTC,1425758,mimiguzman,2019-02-02 21:56:57 UTC,2019-02-28 23:52:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/20039115,https://inaturalist-open-data.s3.amazonaws.com/photos/30936951/medium.jpeg?1549144397,,,2,0,FALSE,,26.7484691,-82.2783765,1073,1073,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
20045053,Sat Feb 02 2019 13:30:45 GMT-0500 (EST),2/2/19,2019-02-02 18:30:45 UTC,Eastern Time (US & Canada),1423050,isabelle_l,2019-02-03 02:19:57 UTC,2019-02-03 02:56:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/20045053,https://inaturalist-open-data.s3.amazonaws.com/photos/30947773/medium.jpg?1549160400,,,1,0,FALSE,3,26.61321527,-81.91659182,235,235,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
20159886,2019-02-06 11:56:30 AM EST,2/6/19,2019-02-06 16:56:30 UTC,Eastern Time (US & Canada),817133,jenniferdenesha,2019-02-06 19:04:11 UTC,2019-02-28 23:52:14 UTC,research,,https://www.inaturalist.org/observations/20159886,https://static.inaturalist.org/photos/31099188/medium.jpg?1549479854,,,2,0,FALSE,2,27.90319061,-82.48917389,,,,,FALSE,gps,gps,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
20319479,Sun Feb 10 2019 18:22:29 GMT-0500 (EST),2/10/19,2019-02-10 23:22:29 UTC,Eastern Time (US & Canada),1138338,nicosalino,2019-02-13 12:49:38 UTC,2019-02-13 22:59:58 UTC,research,,https://www.inaturalist.org/observations/20319479,https://static.inaturalist.org/photos/31375463/medium.jpg?1550062184,,,2,0,FALSE,3,25.69776299,-80.16990494,94,94,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
20350645,2019/02/08 9:52 AM EST,2/8/19,2019-02-08 14:52:00 UTC,Eastern Time (US & Canada),738432,mattwelc,2019-02-14 21:40:10 UTC,2019-02-15 00:52:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/20350645,https://inaturalist-open-data.s3.amazonaws.com/photos/31423773/medium.jpeg?1550179931,,,1,0,FALSE,,28.888135,-82.589548,10,10,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
20465663,Fri Feb 01 2019 08:16:01 GMT-0500 (EST),2/1/19,2019-02-01 13:16:01 UTC,Eastern Time (US & Canada),1418147,moore_m_003,2019-02-18 22:14:13 UTC,2019-04-02 22:12:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/20465663,https://inaturalist-open-data.s3.amazonaws.com/photos/31590865/medium.jpg?1550528061,,,1,0,FALSE,3,28.91985321,-82.69067467,2145,2145,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
20469431,Sun Feb 17 2019 07:59:26 GMT-0500 (EST),2/17/19,2019-02-17 12:59:26 UTC,Eastern Time (US & Canada),277896,noaboa,2019-02-19 00:47:18 UTC,2020-06-01 11:25:45 UTC,research,CC-BY,https://www.inaturalist.org/observations/20469431,https://static.inaturalist.org/photos/31597416/medium.jpg?1550537241,,,5,0,FALSE,3,25.02685188,-80.97311717,59,30003,obscured,,TRUE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
20469445,Sun Feb 17 2019 07:52:51 GMT-0500 (EST),2/17/19,2019-02-17 12:52:51 UTC,Eastern Time (US & Canada),277896,noaboa,2019-02-19 00:48:21 UTC,2019-02-28 23:51:26 UTC,research,CC-BY,https://www.inaturalist.org/observations/20469445,https://static.inaturalist.org/photos/31597452/medium.jpg?1550537304,,,3,0,FALSE,3,25.00139622,-80.81191941,7,30003,obscured,,TRUE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
20489145,2019/02/15 5:57 PM PST,2/15/19,2019-02-16 01:57:00 UTC,Pacific Time (US & Canada),381596,megansixt,2019-02-19 16:11:52 UTC,2019-02-28 23:51:19 UTC,research,,https://www.inaturalist.org/observations/20489145,https://static.inaturalist.org/photos/31620888/medium.jpeg?1550592373,,Megan Sixt,4,0,FALSE,,25.14190105,-80.92284398,49,49,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
21026892,Sat Mar 02 2019 15:44:52 GMT-0400 (AST),3/2/19,2019-03-02 19:44:52 UTC,Atlantic Time (Canada),1514474,mcnifty,2019-03-07 17:57:07 UTC,2019-03-07 18:03:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21026892,https://inaturalist-open-data.s3.amazonaws.com/photos/32480025/medium.jpg?1551981430,,,1,0,FALSE,3,18.13688186,-65.50954464,385,385,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
21149316,Wed Apr 13 2016 19:29:28 GMT-0400 (EDT),4/13/16,2016-04-13 23:29:28 UTC,Eastern Time (US & Canada),1380403,cbwalton,2019-03-11 17:46:50 UTC,2019-03-26 19:16:25 UTC,research,,https://www.inaturalist.org/observations/21149316,https://static.inaturalist.org/photos/32694061/medium.jpg?1552326434,,,2,0,FALSE,3,25.16898833,-80.38373667,5,5,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
21218154,2019-02-22 5:52:00 PM EST,2/22/19,2019-02-22 22:52:00 UTC,Eastern Time (US & Canada),1525649,trent21,2019-03-13 23:53:56 UTC,2019-03-14 00:46:16 UTC,research,,https://www.inaturalist.org/observations/21218154,https://static.inaturalist.org/photos/32798434/medium.jpeg?1552521239,,,2,0,FALSE,2,,,352,29680,private,,TRUE,gps,gps,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
21579249,2019/03/23 2:16 PM EDT,3/23/19,2019-03-23 18:16:00 UTC,Eastern Time (US & Canada),769008,arianeg,2019-03-25 00:55:31 UTC,2019-03-25 01:38:07 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/21579249,https://inaturalist-open-data.s3.amazonaws.com/photos/33400482/medium.jpeg?1553474367,,,1,0,FALSE,,27.7926392,-82.4012264,198,198,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
21609193,8/11/18,8/11/18,,Eastern Time (US & Canada),1431563,dgarv75,2019-03-25 21:09:03 UTC,2020-09-26 02:17:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21609193,https://inaturalist-open-data.s3.amazonaws.com/photos/97213177/medium.jpg?1601086624,,,1,0,FALSE,,25.66640252,-80.15566581,2,2,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
22034361,Fri Apr 05 2019 12:16:20 GMT-0400 (EDT),4/5/19,2019-04-05 16:16:20 UTC,Eastern Time (US & Canada),1581202,jpage17,2019-04-05 16:20:14 UTC,2019-04-07 05:05:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22034361,https://inaturalist-open-data.s3.amazonaws.com/photos/34138926/medium.jpg?1554481216,,,3,0,FALSE,3,27.04696775,-81.99108813,678,678,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
22576250,Sat Mar 16 2019 12:52:25 GMT-0400 (EDT),3/16/19,2019-03-16 16:52:25 UTC,Eastern Time (US & Canada),1543960,tbench5,2019-04-16 21:16:34 UTC,2019-10-24 04:34:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22576250,https://inaturalist-open-data.s3.amazonaws.com/photos/34978288/medium.jpg?1555449406,,,3,0,FALSE,3,27.53235406,-82.59642963,101,101,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
22593460,Sun Sep 02 2018 14:00:24 GMT-0400 (EDT),9/2/18,2018-09-02 18:00:24 UTC,Eastern Time (US & Canada),1452775,tayrmassey,2019-04-17 04:04:46 UTC,2019-04-17 13:57:28 UTC,research,,https://www.inaturalist.org/observations/22593460,https://static.inaturalist.org/photos/35005995/medium.jpg?1555473888,,,2,0,FALSE,3,27.90050084,-81.27524112,20548,20548,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
22593705,Sat Mar 02 2019 13:10:27 GMT-0500 (EST),3/2/19,2019-03-02 18:10:27 UTC,Eastern Time (US & Canada),1452775,tayrmassey,2019-04-17 04:11:34 UTC,2019-10-24 04:34:11 UTC,research,,https://www.inaturalist.org/observations/22593705,https://static.inaturalist.org/photos/35006366/medium.jpg?1555474296,,,3,0,FALSE,3,26.72312711,-82.24923721,2902,2902,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
22639888,Wed Apr 17 2019 22:15:29 GMT-0400 (EDT),4/17/19,2019-04-18 02:15:29 UTC,Eastern Time (US & Canada),1598768,robertlennox,2019-04-18 02:16:38 UTC,2019-04-18 02:16:38 UTC,casual,,https://www.inaturalist.org/observations/22639888,,,,0,0,FALSE,3,26.47147496,-82.16464802,359,359,,,FALSE,,,,Centropomus undecimalis,Common Snook,Actinopterygii,49437
23072975,2019-04-24 8:40:00 p. m. CDT,4/24/19,2019-04-24 08:40:00 UTC,UTC,1666712,luis564,2019-04-25 21:15:36 UTC,2021-07-11 14:38:16 UTC,research,,https://www.inaturalist.org/observations/23072975,https://static.inaturalist.org/photos/35769520/medium.jpeg?1556226939,,,2,0,FALSE,2,21.33555616,-89.30944819,526,526,,,FALSE,gps,gps,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
